head	relation_type	term	term_key	zh_or_note	raw
cure	family	cure	cure	n. 治疗方法	cure | n. 治疗方法 | effective cure | 有效疗法
cure	family	curable	curable	adj. 可治愈的	curable | adj. 可治愈的 | curable disease | 可治愈疾病
cure	family	incurable	incurable	adj. 不可治愈的	incurable | adj. 不可治愈的 | incurable illness | 不治之症
cure	kin	secure	secure	v./adj. 保护；安全的	secure | v./adj. 保护；安全的 | secure funding / secure environment | 获得资金保障；安全环境
cure	kin	accurate	accurate	adj. 准确的	accurate | adj. 准确的 | accurate data / accurate diagnosis | 准确数据；准确诊断
cure	kin	curator	curator	n. 策展人	curator | n. 策展人 | museum curator / art curator | 博物馆策展人；艺术策展人
appropriate	family	appropriately	appropriately	adv. 适当地	appropriately | adv. 适当地 | respond appropriately | 适当回应
appropriate	family	appropriateness	appropriateness	n. 适当性	appropriateness | n. 适当性 | appropriateness of policy | 政策适当性
appropriate	family	inappropriate	inappropriate	adj. 不合适的	inappropriate | adj. 不合适的 | inappropriate measure | 不当措施
appropriate	kin	proper	proper	adj. 适当的；正式的	proper | adj. 适当的；正式的 | proper procedure / proper education | 适当程序；正规教育
appropriate	kin	property	property	n. 财产；性质	property | n. 财产；性质 | private property / chemical property | 私有财产；化学性质
appropriate	kin	proprietor	proprietor	n. 业主；所有者	proprietor | n. 业主；所有者 | shop proprietor / newspaper proprietor | 店主；报业老板
casual	family	casually	casually	adv. 随意地	casually | adv. 随意地 | speak casually | 随意讲话
casual	family	casualness	casualness	n. 随意性	casualness | n. 随意性 | casualness of attitude | 态度随意性
casual	family	casual	casual	n. 临时工	casual | n. 临时工 | casual worker | 临时工
casual	kin	case	case	n. 案例；案件	case | n. 案例；案件 | legal case / case study | 法律案件；案例研究
casual	kin	cause	cause	n./v. 原因；导致	cause | n./v. 原因；导致 | root cause / cause pollution | 根本原因；导致污染
casual	kin	causal	causal	adj. 因果的	causal | adj. 因果的 | causal link / causal factor | 因果联系；致因因素
psychological	family	psychology	psychology	n. 心理学	psychology | n. 心理学 | educational psychology | 教育心理学
psychological	family	psychologically	psychologically	adv. 心理上	psychologically | adv. 心理上 | psychologically vulnerable | 心理上脆弱的
psychological	family	psychologist	psychologist	n. 心理学家	psychologist | n. 心理学家 | clinical psychologist | 临床心理学家
psychological	kin	psyche	psyche	n. 心灵；精神	psyche | n. 心灵；精神 | human psyche / collective psyche | 人类心灵；集体心理
psychological	kin	psychology	psychology	n. 心理学	psychology | n. 心理学 | social psychology / child psychology | 社会心理学；儿童心理学
psychological	kin	logic	logic	n. 逻辑	logic | n. 逻辑 | psychological logic / internal logic | 心理逻辑；内在逻辑
replicate	family	replication	replication	n. 复制；复现	replication | n. 复制；复现 | study replication | 研究复现
replicate	family	replicated	replicated	adj. 被复制的	replicated | adj. 被复制的 | replicated result | 被复现结果
replicate	family	replicable	replicable	adj. 可复现的	replicable | adj. 可复现的 | replicable method | 可复现方法
replicate	kin	plicate	plicate	v./adj. 折叠；有褶的	plicate | v./adj. 折叠；有褶的 | plicate leaves / plicate structure | 有褶叶片；褶皱结构
replicate	kin	complicate	complicate	v. 使复杂化	complicate | v. 使复杂化 | complicate reform / complicate diagnosis | 使改革复杂化；使诊断复杂化
replicate	kin	implicate	implicate	v. 牵涉；暗示	implicate | v. 牵涉；暗示 | implicate officials / implicate a hidden cause | 牵涉官员；暗示隐藏原因
temporary	family	temporarily	temporarily	adv. 暂时地	temporarily | adv. 暂时地 | temporarily reduce | 暂时减少
temporary	family	temporariness	temporariness	n. 暂时性	temporariness | n. 暂时性 | temporariness of relief | 救济暂时性
temporary	family	temporary	temporary	n. 临时工	temporary | n. 临时工 | temporary worker | 临时工
temporary	kin	tempo	tempo	n. 节奏；速度	tempo | n. 节奏；速度 | urban tempo / musical tempo | 城市节奏；音乐速度
temporary	kin	temporal	temporal	adj. 时间的；世俗的	temporal | adj. 时间的；世俗的 | temporal order / temporal pressure | 时间顺序；时间压力
temporary	kin	contemporary	contemporary	adj. 当代的	contemporary | adj. 当代的 | contemporary society / contemporary art | 当代社会；当代艺术
vertical	family	vertically	vertically	adv. 垂直地	vertically | adv. 垂直地 | expand vertically | 垂直扩张
vertical	family	verticality	verticality	n. 垂直性	verticality | n. 垂直性 | verticality of design | 设计垂直性
vertical	family	vertical	vertical	n. 垂直线；行业领域	vertical | n. 垂直线；行业领域 | market vertical | 市场垂直领域
vertical	kin	vertex	vertex	n. 顶点	vertex | n. 顶点 | triangle vertex / graph vertex | 三角形顶点；图顶点
vertical	kin	invert	invert	v. 颠倒	invert | v. 颠倒 | invert an image / invert the order | 倒置图像；颠倒顺序
vertical	kin	convert	convert	v. 转换	convert | v. 转换 | convert waste into energy / convert files | 把废物转化为能源；转换文件
weigh	family	weight	weight	n. 重量；重要性	weight | n. 重量；重要性 | economic weight | 经济重要性
weigh	family	weighted	weighted	adj. 加权的	weighted | adj. 加权的 | weighted score | 加权分数
weigh	family	weighty	weighty	adj. 重要的；沉重的	weighty | adj. 重要的；沉重的 | weighty decision | 重大决定
weigh	kin	weight	weight	n. 重量；重要性	weight | n. 重量；重要性 | body weight / weight of evidence | 体重；证据分量
weigh	kin	outweigh	outweigh	v. 大于；超过	outweigh | v. 大于；超过 | benefits outweigh costs / risks outweigh gains | 收益超过成本；风险大于收益
weigh	kin	weighty	weighty	adj. 重要的；沉重的	weighty | adj. 重要的；沉重的 | weighty issue / weighty responsibility | 重大问题；重大责任
flexible	family	flexibility	flexibility	n. 灵活性	flexibility | n. 灵活性 | workplace flexibility | 工作灵活性
flexible	family	flexibly	flexibly	adv. 灵活地	flexibly | adv. 灵活地 | work flexibly | 灵活工作
flexible	family	inflexible	inflexible	adj. 不灵活的	inflexible | adj. 不灵活的 | inflexible rule | 僵硬规则
flexible	kin	flex	flex	v. 弯曲；展示	flex | v. 弯曲；展示 | flex muscles / flex working hours | 展示肌肉；弹性安排工时
flexible	kin	reflect	reflect	v. 反映；反射	reflect | v. 反映；反射 | reflect light / reflect social values | 反射光；反映社会价值
flexible	kin	inflection	inflection	n. 屈折变化；语调变化	inflection | n. 屈折变化；语调变化 | grammatical inflection / rising inflection | 语法屈折；升调
screen	family	screening	screening	n. 筛查；放映	screening | n. 筛查；放映 | health screening | 健康筛查
screen	family	screened	screened	adj. 被筛查的	screened | adj. 被筛查的 | screened patient | 被筛查患者
screen	family	screener	screener	n. 筛查员	screener | n. 筛查员 | medical screener | 医疗筛查员
screen	kin	script	script	n. 文字；脚本	script | n. 文字；脚本 | ancient script / computer script | 古文字；计算机脚本
screen	kin	scrutiny	scrutiny	n. 仔细审查	scrutiny | n. 仔细审查 | public scrutiny / close scrutiny | 公众审查；仔细审查
screen	kin	inscription	inscription	n. 铭文；题词	inscription | n. 铭文；题词 | stone inscription / ancient inscription | 石刻铭文；古代铭文
intelligent	family	intelligence	intelligence	n. 智力；情报	intelligence | n. 智力；情报 | artificial intelligence | 人工智能
intelligent	family	intelligently	intelligently	adv. 智能地	intelligently | adv. 智能地 | respond intelligently | 智能回应
intelligent	family	intelligible	intelligible	adj. 可理解的	intelligible | adj. 可理解的 | intelligible explanation | 可理解解释
intelligent	kin	intellect	intellect	n. 智力；理智	intellect | n. 智力；理智 | human intellect / public intellect | 人类智力；公共理性
intelligent	kin	lecture	lecture	n./v. 讲座；训话	lecture | n./v. 讲座；训话 | university lecture / lecture students | 大学讲座；训学生
intelligent	kin	collect	collect	v. 收集	collect | v. 收集 | collect data / collect taxes | 收集数据；征税
cater	family	catering	catering	n. 餐饮服务；迎合	catering | n. 餐饮服务；迎合 | catering service | 餐饮服务
cater	family	caterer	caterer	n. 承办酒席者	caterer | n. 承办酒席者 | professional caterer | 专业餐饮承办者
cater	family	catered	catered	adj. 被满足的	catered | adj. 被满足的 | catered need | 被满足的需求
cater	kin	category	category	n. 类别	category | n. 类别 | social category / product category | 社会类别；产品类别
cater	kin	catering	catering	n. 餐饮服务	catering | n. 餐饮服务 | school catering / event catering | 学校餐饮；活动餐饮
cater	kin	caterpillar	caterpillar	n. 毛毛虫；履带车	caterpillar | n. 毛毛虫；履带车 | caterpillar larvae / caterpillar track | 毛毛虫幼虫；履带
complicated	family	complicate	complicate	v. 使复杂	complicate | v. 使复杂 | complicate reform | 使改革复杂
complicated	family	complication	complication	n. 复杂情况；并发症	complication | n. 复杂情况；并发症 | medical complication | 医疗并发症
complicated	family	complicatedly	complicatedly	adv. 复杂地	complicatedly | adv. 复杂地 | interact complicatedly | 复杂互动
complicated	kin	plicate	plicate	v./adj. 折叠；有褶的	plicate | v./adj. 折叠；有褶的 | plicate leaves / plicate structure | 有褶叶片；褶皱结构
complicated	kin	replicate	replicate	v. 复制；复现	replicate | v. 复制；复现 | replicate results / replicate a design | 复现实验结果；复制设计
complicated	kin	implicate	implicate	v. 牵涉；暗示	implicate | v. 牵涉；暗示 | implicate officials / implicate a hidden cause | 牵涉官员；暗示隐藏原因
debate	family	debate	debate	v. 辩论	debate | v. 辩论 | debate policy | 辩论政策
debate	family	debatable	debatable	adj. 有争议的	debatable | adj. 有争议的 | debatable claim | 有争议说法
debate	family	debater	debater	n. 辩论者	debater | n. 辩论者 | skilled debater | 熟练辩手
debate	kin	bait	bait	n./v. 诱饵；引诱	bait | n./v. 诱饵；引诱 | click bait / bait an opponent | 标题党诱饵；激怒对手
debate	kin	abate	abate	v. 减弱	abate | v. 减弱 | noise abates / storm abates | 噪音减弱；风暴减弱
debate	kin	battle	battle	n./v. 战斗；斗争	battle | n./v. 战斗；斗争 | legal battle / battle inequality | 法律战；对抗不平等
gross	family	grossly	grossly	adv. 严重地；极其	grossly | adv. 严重地；极其 | grossly unfair | 极不公平
gross	family	grossness	grossness	n. 粗劣；严重性	grossness | n. 粗劣；严重性 | grossness of error | 错误严重性
gross	family	gross	gross	n. 总额	gross | n. 总额 | gross income | 总收入
gross	kin	grass	grass	n. 草	grass | n. 草 | green grass / grassland ecosystem | 青草；草原生态系统
gross	kin	grocery	grocery	n. 食品杂货	grocery | n. 食品杂货 | grocery store / grocery bill | 杂货店；食品杂货账单
gross	kin	engross	engross	v. 使全神贯注	engross | v. 使全神贯注 | engross readers / engross attention | 吸引读者；吸引注意力
pilot	family	pilot	pilot	n. 飞行员；试点	pilot | n. 飞行员；试点 | pilot project | 试点项目
pilot	family	piloted	piloted	adj. 试点的	piloted | adj. 试点的 | piloted reform | 试点改革
pilot	family	pilotless	pilotless	adj. 无人驾驶的	pilotless | adj. 无人驾驶的 | pilotless aircraft | 无人机
pilot	kin	pile	pile	n./v. 一堆；堆积	pile | n./v. 一堆；堆积 | pile of data / pile pressure on workers | 一堆数据；给工人施压
pilot	kin	pillar	pillar	n. 柱子；支柱	pillar | n. 柱子；支柱 | stone pillar / pillar of policy | 石柱；政策支柱
pilot	kin	plot	plot	n./v. 情节；策划	plot | n./v. 情节；策划 | plot development / plot a route | 情节发展；规划路线
purchase	family	purchase	purchase	n. 购买；采购	purchase | n. 购买；采购 | online purchase | 网上购物
purchase	family	purchasing	purchasing	n. 采购	purchasing | n. 采购 | government purchasing | 政府采购
purchase	family	purchaser	purchaser	n. 购买者	purchaser | n. 购买者 | first-time purchaser | 首次购买者
purchase	kin	chase	chase	v./n. 追逐	chase | v./n. 追逐 | chase profit / police chase | 追逐利润；警方追捕
purchase	kin	purse	purse	n. 钱包；资金	purse | n. 钱包；资金 | public purse / coin purse | 公共资金；零钱包
purchase	kin	merchandise	merchandise	n. 商品	merchandise | n. 商品 | retail merchandise / branded merchandise | 零售商品；品牌商品
register	family	registration	registration	n. 登记；注册	registration | n. 登记；注册 | online registration | 在线注册
register	family	registered	registered	adj. 已登记的	registered | adj. 已登记的 | registered user | 注册用户
register	family	registrar	registrar	n. 登记员	registrar | n. 登记员 | university registrar | 大学注册主任
register	kin	gesture	gesture	n./v. 手势；表示	gesture | n./v. 手势；表示 | nonverbal gesture / gesture of support | 非语言手势；支持姿态
register	kin	digest	digest	v./n. 消化；摘要	digest | v./n. 消化；摘要 | digest information / news digest | 消化信息；新闻摘要
register	kin	registry	registry	n. 登记处；登记系统	registry | n. 登记处；登记系统 | land registry / patient registry | 土地登记处；患者登记系统
remote	family	remotely	remotely	adv. 远程地	remotely | adv. 远程地 | work remotely | 远程工作
remote	family	remoteness	remoteness	n. 偏远	remoteness | n. 偏远 | geographical remoteness | 地理偏远
remote	family	remote	remote	n. 遥控器	remote | n. 遥控器 | television remote | 电视遥控器
remote	kin	motion	motion	n. 运动；动议	motion | n. 运动；动议 | remote control / motion sensor | 遥控器；运动传感器
remote	kin	promote	promote	v. 促进；推广	promote | v. 促进；推广 | promote equality / promote a product | 促进平等；推广产品
remote	kin	motor	motor	n. 发动机；马达	motor | n. 发动机；马达 | electric motor / motor function | 电动机；运动功能
repeat	family	repetition	repetition	n. 重复	repetition | n. 重复 | harmful repetition | 有害重复
repeat	family	repeated	repeated	adj. 反复的	repeated | adj. 反复的 | repeated failure | 反复失败
repeat	family	repeatedly	repeatedly	adv. 反复地	repeatedly | adv. 反复地 | fail repeatedly | 反复失败
repeat	kin	peat	peat	n. 泥炭	peat | n. 泥炭 | peat soil / peat bog | 泥炭土；泥炭沼泽
repeat	kin	repeated	repeated	adj. 重复的	repeated | adj. 重复的 | repeated failure / repeated exposure | 反复失败；重复接触
repeat	kin	repetition	repetition	n. 重复	repetition | n. 重复 | spaced repetition / word repetition | 间隔重复；单词重复
resemble	family	resemblance	resemblance	n. 相似	resemblance | n. 相似 | strong resemblance | 强烈相似
resemble	family	resembling	resembling	adj. 类似的	resembling | adj. 类似的 | resembling pattern | 类似模式
resemble	family	resembled	resembled	adj. 曾相似的	resembled | adj. 曾相似的 | resembled structure | 曾相似结构
resemble	kin	assemble	assemble	v. 集合；组装	assemble | v. 集合；组装 | assemble evidence / assemble furniture | 汇集证据；组装家具
resemble	kin	semblance	semblance	n. 表象；外观	semblance | n. 表象；外观 | semblance of order / semblance of fairness | 表面秩序；貌似公平
resemble	kin	ensemble	ensemble	n. 整体；合奏团	ensemble | n. 整体；合奏团 | ensemble cast / music ensemble | 群像演员阵容；音乐合奏团
restore	family	restoration	restoration	n. 恢复；修复	restoration | n. 恢复；修复 | ecosystem restoration | 生态修复
restore	family	restored	restored	adj. 被恢复的	restored | adj. 被恢复的 | restored trust | 被恢复的信任
restore	family	restorative	restorative	adj. 恢复性的	restorative | adj. 恢复性的 | restorative justice | 恢复性司法
restore	kin	store	store	n./v. 商店；储存	store | n./v. 商店；储存 | grocery store / store data | 杂货店；存储数据
restore	kin	storage	storage	n. 存储；储藏	storage | n. 存储；储藏 | cloud storage / food storage | 云存储；食物储藏
restore	kin	story	story	n. 故事；楼层	story | n. 故事；楼层 | short story / two-story building | 短篇小说；两层建筑
spectacular	family	spectacle	spectacle	n. 壮观场面	spectacle | n. 壮观场面 | public spectacle | 公共景观
spectacular	family	spectacularly	spectacularly	adv. 壮观地；惊人地	spectacularly | adv. 壮观地；惊人地 | fail spectacularly | 惨烈失败
spectacular	family	spectator	spectator	n. 观众	spectator | n. 观众 | sports spectator | 体育观众
spectacular	kin	spectacle	spectacle	n. 景象；奇观	spectacle | n. 景象；奇观 | public spectacle / visual spectacle | 公共奇观；视觉奇观
spectacular	kin	inspect	inspect	v. 检查	inspect | v. 检查 | inspect factories / inspect evidence | 检查工厂；检查证据
spectacular	kin	perspective	perspective	n. 视角	perspective | n. 视角 | historical perspective / different perspective | 历史视角；不同视角
yield	family	yield	yield	n. 产量；收益	yield | n. 产量；收益 | crop yield | 作物产量
yield	family	yielding	yielding	adj. 让步的；易弯曲的	yielding | adj. 让步的；易弯曲的 | yielding attitude | 让步态度
yield	family	yielded	yielded	adj. 已产生的	yielded | adj. 已产生的 | yielded result | 产生的结果
yield	kin	field	field	n. 田地；领域	field | n. 田地；领域 | research field / wheat field | 研究领域；麦田
yield	kin	shield	shield	n./v. 盾；保护	shield | n./v. 盾；保护 | legal shield / shield children | 法律保护；保护儿童
yield	kin	wield	wield	v. 使用；行使	wield | v. 使用；行使 | wield power / wield influence | 行使权力；施加影响
punishment	family	punish	punish	v. 惩罚	punish | v. 惩罚 | punish offenders | 惩罚违法者
punishment	family	punitive	punitive	adj. 惩罚性的	punitive | adj. 惩罚性的 | punitive measure | 惩罚性措施
punishment	family	punishable	punishable	adj. 可惩罚的	punishable | adj. 可惩罚的 | punishable offence | 可处罚罪行
punishment	kin	punish	punish	v. 惩罚	punish | v. 惩罚 | punish criminals / punish failure | 惩罚罪犯；惩罚失败
punishment	kin	punitive	punitive	adj. 惩罚性的	punitive | adj. 惩罚性的 | punitive measures / punitive tax | 惩罚性措施；惩罚性税收
punishment	kin	penalty	penalty	n. 惩罚；罚款	penalty | n. 惩罚；罚款 | financial penalty / death penalty | 经济处罚；死刑
unemployment	family	employ	employ	v. 雇用	employ | v. 雇用 | employ workers | 雇用工人
unemployment	family	employment	employment	n. 就业	employment | n. 就业 | stable employment | 稳定就业
unemployment	family	unemployed	unemployed	adj. 失业的	unemployed | adj. 失业的 | unemployed youth | 失业青年
unemployment	kin	employ	employ	v. 雇用；使用	employ | v. 雇用；使用 | employ workers / employ a method | 雇用工人；使用方法
unemployment	kin	deployment	deployment	n. 部署	deployment | n. 部署 | technology deployment / military deployment | 技术部署；军事部署
unemployment	kin	employment	employment	n. 就业；雇用	employment | n. 就业；雇用 | youth employment / employment rate | 青年就业；就业率
employment	family	employ	employ	v. 雇用	employ | v. 雇用 | employ older workers | 雇用老年员工
employment	family	employed	employed	adj. 被雇用的	employed | adj. 被雇用的 | employed population | 就业人口
employment	family	employer	employer	n. 雇主	employer | n. 雇主 | responsible employer | 负责任雇主
employment	kin	employ	employ	v. 雇用；使用	employ | v. 雇用；使用 | employ workers / employ a method | 雇用工人；使用方法
employment	kin	deployment	deployment	n. 部署	deployment | n. 部署 | technology deployment / military deployment | 技术部署；军事部署
employment	kin	unemployment	unemployment	n. 失业	unemployment | n. 失业 | youth unemployment / unemployment rate | 青年失业；失业率
responsibility	family	responsible	responsible	adj. 负责的	responsible | adj. 负责的 | responsible government | 负责任政府
responsibility	family	responsibly	responsibly	adv. 负责地	responsibly | adv. 负责地 | act responsibly | 负责任行动
responsibility	family	irresponsible	irresponsible	adj. 不负责任的	irresponsible | adj. 不负责任的 | irresponsible spending | 不负责任支出
responsibility	kin	respond	respond	v. 回应	respond | v. 回应 | respond to criticism / respond to treatment | 回应批评；对治疗有反应
responsibility	kin	response	response	n. 回应；反应	response | n. 回应；反应 | policy response / immune response | 政策回应；免疫反应
responsibility	kin	sponsor	sponsor	n./v. 赞助者；资助	sponsor | n./v. 赞助者；资助 | corporate sponsor / sponsor a bill | 企业赞助商；支持法案
investment	family	invest	invest	v. 投资；投入	invest | v. 投资；投入 | invest in education | 投资教育
investment	family	investor	investor	n. 投资者	investor | n. 投资者 | foreign investor | 外国投资者
investment	family	invested	invested	adj. 被投入的	invested | adj. 被投入的 | invested capital | 已投入资本
investment	kin	vest	vest	n. 背心；马甲	vest | n. 背心；马甲 | safety vest / life vest | 安全背心；救生衣
investment	kin	invest	invest	v. 投资；投入	invest | v. 投资；投入 | invest capital / invest effort | 投资资本；投入精力
investment	kin	investigate	investigate	v. 调查	investigate | v. 调查 | investigate misconduct / investigate evidence | 调查不当行为；调查证据
rehabilitation	family	rehabilitate	rehabilitate	v. 使康复；改造	rehabilitate | v. 使康复；改造 | rehabilitate offenders | 改造罪犯
rehabilitation	family	rehabilitative	rehabilitative	adj. 康复性的；改造性的	rehabilitative | adj. 康复性的；改造性的 | rehabilitative programme | 康复项目
rehabilitation	family	rehabilitated	rehabilitated	adj. 已康复的；已改造的	rehabilitated | adj. 已康复的；已改造的 | rehabilitated prisoner | 已改造囚犯
rehabilitation	kin	habitat	habitat	n. 栖息地	habitat | n. 栖息地 | natural habitat / urban habitat | 自然栖息地；城市栖息地
rehabilitation	kin	habit	habit	n. 习惯	habit | n. 习惯 | study habit / consumer habit | 学习习惯；消费习惯
rehabilitation	kin	habitation	habitation	n. 居住；住所	habitation | n. 居住；住所 | human habitation / rural habitation | 人类居住；乡村住所
accommodation	family	accommodate	accommodate	v. 容纳；适应	accommodate | v. 容纳；适应 | accommodate students | 容纳学生
accommodation	family	accommodating	accommodating	adj. 乐于配合的	accommodating | adj. 乐于配合的 | accommodating policy | 灵活政策
accommodation	family	accommodated	accommodated	adj. 被容纳的	accommodated | adj. 被容纳的 | accommodated family | 被安置家庭
accommodation	kin	mode	mode	n. 模式；方式	mode | n. 模式；方式 | online mode / mode of communication | 在线模式；沟通方式
accommodation	kin	commodity	commodity	n. 商品；大宗商品	commodity | n. 商品；大宗商品 | energy commodity / commodity market | 能源商品；商品市场
accommodation	kin	modify	modify	v. 修改；调整	modify | v. 修改；调整 | modify a policy / modify behavior | 修改政策；调整行为
achievement	family	achieve	achieve	v. 实现；取得	achieve | v. 实现；取得 | achieve progress | 取得进步
achievement	family	achievable	achievable	adj. 可实现的	achievable | adj. 可实现的 | achievable target | 可实现目标
achievement	family	achieved	achieved	adj. 已实现的	achieved | adj. 已实现的 | achieved result | 已实现结果
achievement	kin	achieve	achieve	v. 实现；达成	achieve | v. 实现；达成 | achieve equality / achieve high scores | 实现平等；取得高分
achievement	kin	chief	chief	adj./n. 主要的；首领	chief | adj./n. 主要的；首领 | chief objective / tribal chief | 主要目标；部落首领
achievement	kin	archive	archive	n./v. 档案；归档	archive | n./v. 档案；归档 | public archive / archive old documents | 公共档案；归档旧文件
maintenance	family	maintain	maintain	v. 维持；维护	maintain | v. 维持；维护 | maintain infrastructure | 维护基础设施
maintenance	family	maintained	maintained	adj. 被维护的	maintained | adj. 被维护的 | maintained road | 维护良好的道路
maintenance	family	maintainer	maintainer	n. 维护者	maintainer | n. 维护者 | system maintainer | 系统维护者
maintenance	kin	maintain	maintain	v. 维持；维护	maintain | v. 维持；维护 | maintain order / maintain equipment | 维持秩序；维护设备
maintenance	kin	obtain	obtain	v. 获得	obtain | v. 获得 | obtain evidence / obtain funding | 获得证据；获得资金
maintenance	kin	retain	retain	v. 保留；保持	retain | v. 保留；保持 | retain talent / retain information | 留住人才；记住信息
priority	family	prioritize	prioritize	v. 优先考虑	prioritize | v. 优先考虑 | prioritize healthcare | 优先考虑医疗
priority	family	prior	prior	adj. 先前的	prior | adj. 先前的 | prior knowledge | 先前知识
priority	family	prioritised	prioritised	adj. 被优先考虑的	prioritised | adj. 被优先考虑的 | prioritised service | 优先服务
priority	kin	prior	prior	adj. 先前的；优先的	prior | adj. 先前的；优先的 | prior knowledge / prior approval | 先验知识；事先批准
priority	kin	prioritize	prioritize	v. 优先处理	prioritize | v. 优先处理 | prioritize education / prioritize safety | 优先发展教育；优先考虑安全
priority	kin	prairie	prairie	n. 大草原	prairie | n. 大草原 | prairie ecosystem / prairie grass | 草原生态系统；草原草
security	family	secure	secure	adj. 安全的；稳定的	secure | adj. 安全的；稳定的 | secure job | 稳定工作
security	family	secure	secure	v. 获得；保护	secure | v. 获得；保护 | secure funding | 获得资金
security	family	insecurity	insecurity	n. 不安全感；不稳定	insecurity | n. 不安全感；不稳定 | job insecurity | 工作不稳定
security	kin	secure	secure	adj./v. 安全的；保护	secure | adj./v. 安全的；保护 | secure environment / secure funding | 安全环境；获得资金保障
security	kin	cure	cure	v./n. 治愈；解决办法	cure | v./n. 治愈；解决办法 | cure disease / cure a problem | 治愈疾病；解决问题
security	kin	curator	curator	n. 策展人；管理者	curator | n. 策展人；管理者 | museum curator / data curator | 博物馆策展人；数据管理员
creativity	family	create	create	v. 创造	create | v. 创造 | create opportunities | 创造机会
creativity	family	creative	creative	adj. 有创造力的	creative | adj. 有创造力的 | creative solution | 创新方案
creativity	family	creator	creator	n. 创作者	creator | n. 创作者 | content creator | 内容创作者
creativity	kin	create	create	v. 创造	create | v. 创造 | create jobs / create a new method | 创造就业；创造新方法
creativity	kin	creature	creature	n. 生物	creature | n. 生物 | marine creature / mythical creature | 海洋生物；神话生物
creativity	kin	recreate	recreate	v. 再现；重建	recreate | v. 再现；重建 | recreate a scene / recreate trust | 再现场景；重建信任
diversity	family	diverse	diverse	adj. 多样的	diverse | adj. 多样的 | diverse society | 多元社会
diversity	family	diversify	diversify	v. 使多样化	diversify | v. 使多样化 | diversify income | 使收入多元化
diversity	family	diversified	diversified	adj. 多样化的	diversified | adj. 多样化的 | diversified economy | 多元经济
diversity	kin	verse	verse	n. 诗句	verse | n. 诗句 | free verse / verse translation | 自由诗；诗歌翻译
diversity	kin	universe	universe	n. 宇宙	universe | n. 宇宙 | observable universe / fictional universe | 可观测宇宙；虚构宇宙
diversity	kin	reverse	reverse	v./adj. 逆转；相反的	reverse | v./adj. 逆转；相反的 | reverse a decision / reverse order | 推翻决定；相反顺序
innovation	family	innovate	innovate	v. 创新	innovate | v. 创新 | innovate continuously | 持续创新
innovation	family	innovative	innovative	adj. 创新的	innovative | adj. 创新的 | innovative technology | 创新技术
innovation	family	innovator	innovator	n. 创新者	innovator | n. 创新者 | social innovator | 社会创新者
innovation	kin	novel	novel	adj./n. 新颖的；小说	novel | adj./n. 新颖的；小说 | novel approach / historical novel | 新方法；历史小说
innovation	kin	renovate	renovate	v. 翻新；革新	renovate | v. 翻新；革新 | renovate buildings / renovate institutions | 翻新建筑；革新制度
innovation	kin	novice	novice	n. 新手	novice | n. 新手 | complete novice / novice teacher | 完全新手；新手教师
perspective	family	perspectival	perspectival	adj. 视角的	perspectival | adj. 视角的 | perspectival difference | 视角差异
perspective	family	perspectively	perspectively	adv. 从视角上	perspectively | adv. 从视角上 | perspectively analyse | 从视角上分析
perspective	family	perspective-taking	perspective-taking	n. 换位思考	perspective-taking | n. 换位思考 | perspective-taking ability | 换位思考能力
perspective	kin	spectacle	spectacle	n. 景象；奇观	spectacle | n. 景象；奇观 | public spectacle / visual spectacle | 公共奇观；视觉奇观
perspective	kin	inspect	inspect	v. 检查	inspect | v. 检查 | inspect factories / inspect evidence | 检查工厂；检查证据
perspective	kin	prospect	prospect	n. 前景；可能性	prospect | n. 前景；可能性 | career prospects / prospect of reform | 职业前景；改革可能性
qualification	family	qualify	qualify	v. 使合格；取得资格	qualify | v. 使合格；取得资格 | qualify for funding | 获得资助资格
qualification	family	qualified	qualified	adj. 合格的	qualified | adj. 合格的 | qualified teacher | 合格教师
qualification	family	unqualified	unqualified	adj. 不合格的	unqualified | adj. 不合格的 | unqualified worker | 不合格工人
qualification	kin	quality	quality	n. 质量；特质	quality | n. 质量；特质 | quality of life / data quality | 生活质量；数据质量
qualification	kin	qualify	qualify	v. 使有资格；限定	qualify | v. 使有资格；限定 | qualify for aid / qualify a statement | 有资格获得援助；限定陈述
qualification	kin	quantity	quantity	n. 数量	quantity | n. 数量 | large quantity / quantity of data | 大量；数据量
supplement	family	supplement	supplement	n. 补充物	supplement | n. 补充物 | food supplement | 食品补充剂
supplement	family	supplementary	supplementary	adj. 补充的	supplementary | adj. 补充的 | supplementary course | 补充课程
supplement	family	supplemented	supplemented	adj. 被补充的	supplemented | adj. 被补充的 | supplemented income | 被补充的收入
supplement	kin	implement	implement	v./n. 实施；工具	implement | v./n. 实施；工具 | implement reform / farming implement | 实施改革；农具
supplement	kin	complement	complement	v./n. 补充；补足物	complement | v./n. 补充；补足物 | complement classroom teaching / perfect complement | 补充课堂教学；完美补足
supplement	kin	element	element	n. 元素；要素	element | n. 元素；要素 | key element / chemical element | 关键要素；化学元素
authority	family	authorise	authorise	v. 授权	authorise | v. 授权 | authorise spending | 授权支出
authority	family	authoritative	authoritative	adj. 权威的	authoritative | adj. 权威的 | authoritative source | 权威来源
authority	family	authoritarian	authoritarian	adj. 威权的	authoritarian | adj. 威权的 | authoritarian policy | 威权政策
authority	kin	author	author	n. 作者	author | n. 作者 | the original author / author of a policy | 原作者；政策制定者
